lead_id,buyer_name,sale_timestamp,revenue,response_time,converted,ab_group
1650309359,Y,2025-03-07T08:35:19-08:00,17.00,0.58981,No,B
1650311033,X,2025-03-07T08:36-08:00,52.79,2.91349,No,A
1650314873,X,2025-03-07T08:37:40-08:00,61.43,4.11758,No,A
1650315329,X,2025-03-07T08:37:37-08:00,64.00,11.9493,No,B
1650316422,Y,2025-03-07T08:38:28-08:00,17.00,0.631743,No,A
1650319192,X,2025-03-07T08:40:16-08:00,29.28,5.31803,No,A
1650320216,X,2025-03-07T08:40:30-08:00,57.49,2.9668899,No,B
1650321855,X,2025-03-07T08:41:29-08:00,35.44,2.83736,No,B
1650324436,Y,2025-03-07T08:42:39-08:00,56.00,0.43592,No,B
1650329114,X,2025-03-07T08:44:31-08:00,250.00,19.043,No,B
1650332129,X,2025-03-07T08:46:19-08:00,21.78,3.2834,No,A
1650329018,X,2025-03-07T08:46:32-08:00,12.10,7.54427,No,A
1650334635,X,2025-03-07T08:47:33-08:00,59.17,3.1278,No,A
1650336344,X,2025-03-07T08:48:17-08:00,121.00,1.7236199,Yes,A
1650333638,X,2025-03-07T08:49:17-08:00,12.00,2.50229,No,B
1650347525,Y,2025-03-07T08:53:21-08:00,56.00,0.650752,No,A
1650348240,X,2025-03-07T08:53:51-08:00,20.74,2.78579,No,B
1650353679,X,2025-03-07T08:56:04-08:00,48.07,3.55113,Yes,A
1650352339,X,2025-03-07T08:56:17-08:00,22.81,3.44913,No,B
1650349302,X,2025-03-07T08:56:23-08:00,12.15,4.93776,No,B
1650354481,X,2025-03-07T08:57:10-08:00,46.20,3.40572,No,A
1650357522,X,2025-03-07T08:57:50-08:00,86.10,2.31682,No,A
1650359386,X,2025-03-07T08:58:56-08:00,30.00,3.13629,No,B
